name,family name,gender,country,birth year,treatment,X1,X2,X3,X4,X5,Y
Марина,Хомутова,F,RU,1964,1,56,7.647287552117283,2.4882568049389397,7.024581592421458,7.0,109.29669254337304
Магамед,Кортгов,M,RU,2000,0,20,8.25544092282631,-1.252935734437013,6.594654665539153,7.0,-41.655669628024974
Елена,Елена,F,RU,1992,0,28,7.796377636800803,-1.834748334684516,6.853587131542921,7.0,-56.62218656072827
Алексей,Шутов,M,RU,2015,1,5,2.6380411653837363,-0.08839672510619585,7.079131474938642,7.0,0.4195947408107372
Сергей,Бреус,M,RU,2000,0,20,9.331097178361139,2.6747569779321343,7.064633024218685,7.0,92.64320805882403
Йцукен,Йцукенович,F,RU,2000,0,20,10.49545223398761,0.5820761796608082,7.05799899857657,7.0,21.013935896063636
Vladimir,Breusov,M,RU,1992,0,28,7.786741211171144,-0.7082004995449477,6.3856386163365935,7.0,-23.376467953251527
Андрей,Простой,M,RU,1964,0,56,8.02539624906012,0.285444665482471,6.979549553413231,7.0,6.479630518926766
Наталья,Нечкина,F,RU,1953,1,67,9.730982573769408,-1.137819796593981,6.854115364628669,7.0,2.560670832639694
Ольга,Чернова,F,RU,2015,1,5,5.215460333531296,2.915296000883812,6.683351682512238,7.0,58.95668362513162
Павел,Лайков,M,RU,1964,0,56,8.746742030201133,-0.6845419884414619,6.818089990060194,7.0,-25.029471671055866
Олег,Смирнов,M,RU,2015,0,5,6.273193607590556,0.7296661498812329,6.987180859202303,7.0,15.170850464558987
Sarmen,Gevorgyan,M,RU,1992,0,28,10.766707843921491,0.8468897100356522,7.567688761969561,7.0,32.60176647093051
Elena,Robbe,F,RU,1992,0,28,7.068857718658524,2.175512009589557,7.154949943449318,7.0,56.267032189193735
Захар,Искандаров,M,RU,2015,1,5,10.669033819187856,1.9870851145384245,7.1879365116674645,7.0,81.90034659668021
Андрей,Астахов,M,RU,1992,0,28,8.647554540619552,0.7786344493307457,6.9881439942707155,7.0,23.363751693199955
Катенька,Ксензова,F,RU,1953,0,67,7.437477465632051,1.4026501034911711,7.053388901412371,7.0,37.43999647259045
Юлия,Владимировна,F,RU,1953,1,67,10.4755100239664,2.3695636022884683,7.238969003154614,7.0,139.07992496458735
Светлана,Чернова,F,RU,1992,0,28,10.525672916660325,0.47139569537477316,6.589707683024318,7.0,16.50279601229527
Марина,Бородухина,F,RU,1992,0,28,10.938980557148033,0.5903930387297145,6.698455351452483,7.0,22.225661594179428
Мелисса,Флор,F,RU,1992,0,28,6.277958870927494,-0.5506999564550802,7.036098748306272,7.0,-15.345313876718777
Ильсина,Сафина,F,RU,1964,1,56,10.405923227009655,0.009255389471606704,7.217082407784755,7.0,37.41417301435315
Maria,Savitskaya,F,RU,1964,0,56,6.561298670076538,-1.545648206745527,7.489496925121794,7.0,-40.607842604687704
Дамир,Нурутдинов,M,RU,1992,0,28,6.165469365655363,-1.1897405964364656,6.956489590988628,7.0,-30.10689000994421
Галина,Сафонова,F,RU,1953,1,67,7.690385819715534,0.40305394713040255,6.953394536103487,7.0,56.44493928460574
Алина,Фризонова,F,RU,1992,0,28,11.119561561529025,-0.7046872853092111,6.962391265347787,7.0,-32.00694129888398
Геннадий,Одинцев,M,RU,2015,0,5,10.849665947490966,0.01651487578119343,7.119944262728563,7.0,-1.500732861842498
Мумин,Инсофи,M,RU,1992,1,28,8.507112540168631,0.7500836822968321,7.205705015619834,7.0,41.692696705610985
Eliana,Aniston,F,RU,1953,0,67,6.232482342297875,2.581941707377273,7.11663869325357,7.0,58.966601324949416
Тамара,Корж,F,RU,1953,0,67,10.96254778362235,2.3927430375454173,7.199289400657533,7.0,97.51888867443725
Александр,Кулябин,M,RU,1953,1,67,5.325062850236197,-0.2606682034032437,6.843074321876187,7.0,39.35643825293651
Татьяна,Валерьевна,F,RU,1992,1,28,8.624785642784348,-0.3570132419840916,7.266169709964997,7.0,5.762286240309596
Царева,Ирина,F,RU,1992,0,28,8.97915714123541,0.41692226457358356,7.015983234290886,7.0,12.011739915227608
Андрей,Мильский,M,RU,1992,1,28,8.816253869815094,1.4160142656834767,7.580759637686522,7.0,64.99532625178281
Айгуль,Бухарина,F,RU,2000,1,20,7.712398767799571,0.4882394493516243,7.223262045192244,7.0,26.158964491673327
El,Ka,M,RU,2000,1,20,8.754312131101278,1.491916680995904,6.556799258020636,7.0,61.267781981313604
Надежда,Анферова,F,RU,1964,1,56,6.498549621965206,2.558276477363449,7.076241642262554,7.0,100.18016364803667
Kate,Tomik,F,RU,1992,0,28,6.695194761310997,2.494081804441285,6.841567791269908,7.0,61.18441825139425
Sami,Nematullayev,M,RU,2000,1,20,8.066434680326392,3.710524229701627,7.42664150928071,7.0,125.64782727457504
Эрика,Посякина,F,RU,1953,1,67,6.791214101876186,0.47049635906872767,7.373161726836938,7.0,56.93718028294971
Сергей,Макаров,M,RU,1992,0,28,7.65791302515809,-0.052436720802245956,7.022065462851761,7.0,-3.7379859389401977
Максим,Суховерхов,M,RU,1992,1,28,8.073395335992602,0.9458701596809956,6.889049352689129,7.0,46.36411101662163
Ирина,Колчанова,F,RU,2000,1,20,9.392724535247151,0.3522461205048895,6.697725272428535,7.0,24.25638246412359
Арсений,Агапов,M,RU,1992,1,28,9.397087502118492,2.6351711910863047,6.811404713332981,7.0,111.42006662594507
Марина,Викентьева,F,RU,1992,1,28,8.935686498600294,1.0880028846457206,6.347192528348002,7.0,54.1094279156785
Ирина,Гладкова,F,RU,2000,1,20,6.706465289195801,2.223611587359669,6.797181696891669,7.0,68.38409867751858
Яна,Павлова,F,RU,1992,0,28,5.900225874031956,1.297985846966422,7.019047298414769,7.0,26.888937269887677
Шушан,Галоян,F,RU,2000,0,20,11.857233262999188,1.31420601674098,7.523736218863218,7.0,57.15455800013821
Оксана,Кротова,F,RU,2000,0,20,9.28859971187613,2.8680332975648515,7.245360066002827,7.0,99.08884519416112
Александр,Тютюнник,M,RU,2015,0,5,9.942471974632593,1.1208777847313405,7.173198473786945,7.0,40.18309827629999
Magomed,Kurbanov,M,RU,1992,1,28,7.213987697412517,2.0175541403255366,6.867188215143412,7.0,72.64638126264447
Дания,Мухаметкулова,F,RU,2000,1,20,7.192980532438664,-1.088400933402673,6.897867818202234,7.0,-18.000950382335468
Павел,Рыков,M,RU,1964,0,56,4.990765347109902,2.3614147404533465,7.2956058121066985,7.0,42.65601294728098
Katya,Katya,F,RU,1992,0,28,9.749061531473576,-0.05694328764843429,7.133592248755052,7.0,-4.286952892976178
Tim,Sadykov,M,RU,1992,1,28,8.932435249625064,2.6818000274667035,7.344414673350837,7.0,108.51568762671118
Артем,Антинян,M,RU,1992,0,28,10.47275735433681,1.7120013959361606,7.0557139282381085,7.0,65.93006890234756
Ronan,Lynch,M,RU,1964,0,56,12.049228043754855,0.5581049930306936,7.362988359500592,7.0,23.44621539723147
Николай,Тихонов,M,RU,1992,0,28,8.855580505915915,0.8281429931110416,7.263369160340148,7.0,25.73026673873307
Тоха,Голдин,M,RU,1964,0,56,7.377276521088643,1.0900886119631177,6.998112715859047,7.0,28.33957256868145
Александр,Королев,M,RU,1964,1,56,7.1515679552447144,0.8036242548341714,7.424132206484758,7.0,58.94967794921595
Виктор,Мацинин,M,RU,1953,0,67,7.743152451874692,1.3661255167186996,6.862454514509641,7.0,37.93419234164682
Tatyana,Filatova,F,RU,2000,1,20,9.740546067198062,-2.2312073739739686,7.64514947926335,7.0,-70.61112014249565
Григорий,Витенберг,M,RU,1953,1,67,14.718247550211652,-0.3973094482485762,7.06853695022372,7.0,22.481182254902684
Нурлан,Маматов,M,RU,2015,0,5,6.3991031514786805,1.0070409841556347,6.478456936642359,7.0,22.098465895319702
Bashyk,Bashyshe,M,RU,2000,1,20,6.66156431483875,1.3781641070036503,6.844355866523962,7.0,46.61830314717558
Sarvarjon,Nurmatov,M,RU,1992,1,28,7.92649371020293,1.8560633746278221,7.352832330066123,7.0,73.39507202401285
Max,Stepanov,M,RU,1992,0,28,5.634086292343425,0.8961292890556277,7.00651109508998,7.0,16.968752746788397
Sergei,Gavrilko,M,RU,1992,0,28,7.946069200168786,0.5190321708791814,6.8644008829768355,7.0,13.410176359485373
Dilmurod,Yusupov,M,RU,1953,0,67,9.398268615796216,-0.2300131108893583,6.763289215707109,7.0,-10.50923445231853
Yoga,Fit,F,RU,1953,0,67,7.105048212345428,1.102804126044318,7.095408559084861,7.0,27.585596005096292
Александра,Донецкая,F,RU,1992,0,28,9.788125836164904,1.7346223406326982,6.937159526039964,7.0,62.28022992486528
Шахрузат,Курбанова,F,RU,1953,0,67,7.518506873770719,1.2332449239069188,7.042441562426295,7.0,33.02851049261629
Артурв,Ермаков,M,RU,1992,0,28,11.642690865761491,1.571580677744732,7.598172781383091,7.0,67.49162355477034
Роман,Золтарев,M,RU,1964,0,56,7.012400651763073,0.39449210802229673,6.70242676871972,7.0,8.197512781788857
Олег,Соловьев,M,RU,1964,0,56,8.426373488828936,-1.155293111952257,7.059632207449193,7.0,-39.1930742506993
Leon,Satora,M,RU,1953,0,67,6.196050116369448,0.2728124144073929,6.983316229867274,7.0,4.199118288466015
Dmitry,Igoshin,M,RU,1964,0,56,8.361948423306988,0.7550445091256653,6.887282926142137,7.0,21.737132967112807
Светлана,Филимонова,F,RU,1992,1,28,12.099329694220783,0.877475576580746,6.69039501057997,7.0,57.625572356891254
Леночка,Пашская,F,RU,2015,0,5,5.587308807561673,2.6071775782409827,6.825481727452842,7.0,53.08046216096172
Андрей,Ивашкин,M,RU,1964,0,56,7.183096857075589,0.7411728667594604,7.26562709737131,7.0,18.093822805100245
Coşqun,Sadayev,M,RU,2015,1,5,6.70138541795734,1.7295283154734695,6.719561093086528,7.0,45.233946411902416
Николай,Назаренко,M,RU,1992,0,28,6.078908461402988,-0.5054121718864917,6.636719690597409,7.0,-14.011187245451062
Виктор,Ефремов,M,RU,1992,0,28,9.869201122453974,2.0923013514100233,6.726217816932846,7.0,76.16073140787056
Динар,Мубаракшин,M,RU,1964,1,56,9.685963093353232,2.228411510305442,6.903084126910194,7.0,118.97071448400303
Саша,Кудымов,M,RU,1992,0,28,9.9944288966511,0.275048837573707,6.469128837419946,7.0,8.053524187477663
Илья,Радионов,M,RU,1964,0,56,10.343776899229669,0.9582303046968089,7.219400673758377,7.0,35.51343613011169
Alenik,Pshenichnikova,F,RU,1953,1,67,8.014485825706206,-0.4457605836660675,6.831237989207024,7.0,31.05165387049098
Артём,Богзов,M,RU,2015,1,5,6.412086524934873,2.1409427186880547,7.231221260893716,7.0,53.518555300046685
Tatyana,Kozyreva,F,RU,1992,1,28,8.14648291709793,-1.3567831058171933,7.619112423313195,7.0,-24.43398775356299
Алексей,Карабельщиков,M,RU,1992,0,28,8.098121065228604,-0.20030238116680618,6.982549336398367,7.0,-8.388366156927397
Абдулов,Арсен,M,RU,1992,0,28,5.632276968505712,1.5369751650915715,6.673559776078652,7.0,30.57128284700968
Эдуард,Яненко,M,RU,1953,0,67,10.95707998415777,1.6891665905210114,7.022582242025288,7.0,68.11975524836157
Луни,Ли,M,RU,1964,1,56,9.092691430860025,0.9873710413838008,7.128145212339722,7.0,71.1367811234029
Юрий,Дубровин,M,RU,2000,0,20,8.918153678274875,1.994038256975733,7.544987632799372,7.0,65.52187413786692
Ольга,Иванова,F,RU,1992,1,28,8.744706976853239,3.069933004233492,7.168320001458612,7.0,119.44680222927298
Заида,Мусаева,F,RU,2015,1,5,6.604572560594573,0.5920957529687996,6.731372907100385,7.0,16.054963646606073
Rustam,Alijonov,M,RU,2000,1,20,6.71807978060557,-0.639015514846195,7.339968902839195,7.0,-4.427901264086138
Сергей,Простой,M,RU,1964,0,56,10.33411544267837,0.2958002926574904,7.293835310334584,7.0,9.487435544102285
Лариса,Хайбулина,F,RU,1953,1,67,5.5675635433316115,1.7907474285465772,7.315573668971247,7.0,82.66439237535994
Марина,Александровна,F,RU,1953,0,67,9.570878137614066,2.404686952801502,7.523995837948263,7.0,85.39668416881078
Artur,Ovcharov,M,RU,1992,1,28,8.238925521379937,3.489355026677174,6.874040956297169,7.0,126.58549219371801
Лариса,Корнилова,F,RU,1964,0,56,8.438312808471576,-0.03600508527470537,7.067214396798477,7.0,-3.3524981767542616
Аскат,Шекеев,M,RU,1992,0,28,5.0047500536775456,1.2588519529707116,6.833495377330058,7.0,21.668949525060107
Ира,Ивонцина,F,RU,1992,0,28,11.081175976157255,3.807074717640672,7.524990294999068,7.0,158.25019156816336
Алексардра,Гаврильева,F,RU,1992,0,28,9.841649514989212,1.2814854484843168,7.245405169142069,7.0,45.782144937644816
Аня,Зайка,F,RU,1992,0,28,8.648577505536313,0.166910185283076,6.5331669936545556,7.0,3.1145975583561443
Мима,Пряма,M,RU,1953,0,67,6.418999692673105,-0.7575606311983035,7.063380634731352,7.0,-20.677737226850308
Галина,Дрягина,F,RU,1992,0,28,8.469672149421802,1.771135997797612,6.840706409072548,7.0,54.73393689232283
Сергей,Батов,M,RU,1953,0,67,9.6064603753061,0.052268114757054805,6.911235307802678,7.0,-0.3390495572131056
Ольга,Петухова,F,RU,1953,1,67,7.988337870764006,1.3253556644805458,6.997678715391435,7.0,84.9123502781863
Ksenia,Gordeeva,F,RU,1992,0,28,10.909168497862531,1.4979790682910201,6.785870744829894,7.0,59.811136798054925
Ismoilov,Ibrohim,M,RU,1992,0,28,6.672702475914097,0.14208990493323487,6.930200914086364,7.0,1.3618252800805584
Айгуль,Мухаметьянова,F,RU,1992,1,28,8.774426164537154,0.5438167639490972,6.780363039925365,7.0,35.443251582480826
Atmashkin,Alexandr,M,RU,1992,0,28,5.818400672596211,0.789573003196272,7.327576294322621,7.0,15.33901652519683
Adelya,Gabaydullina,M,RU,1992,0,28,7.702712405489423,1.5461209490765246,6.849167625339272,7.0,42.98851474313913
Наталья,Васильева,F,RU,1992,1,28,6.067636753845292,0.8792766679646256,7.023921462529609,7.0,37.662007108823644
Serge,Okhotnikov,M,RU,2015,0,5,6.4313390634636365,1.923099720522856,7.126101687325847,7.0,44.81908569239737
Kirill,Tsybulskij,M,RU,1992,0,28,8.680339280902476,0.8756049259276646,7.115865593634065,7.0,26.699200905484084
Serob,Sevoyan,M,RU,1992,1,28,12.084809962440428,-1.1510280759252924,7.108712068347515,7.0,-35.44292473999282
Qahramon,Muhammadazimov,M,RU,2000,1,20,9.31606394994278,0.1905849139632397,7.548925569136167,7.0,18.693996273931237
Лазарев,Никита,M,RU,2000,1,20,8.804075133882758,1.9946618913610679,7.22931501253938,7.0,78.58429943774394
Ольга,Ситникова,F,RU,2015,0,5,10.683799700664016,-0.048776749680831746,6.8475809713226345,7.0,-4.247689906359673
Kristina,Kosova,F,RU,1964,1,56,7.828726211761841,0.5588203787367987,6.655139736212959,7.0,53.49429342476513
Kh,Chi,M,RU,1992,1,28,8.333139029338728,1.3024457920999728,6.883980114144003,7.0,58.587388459440675
Роман,Аввакумов,M,RU,1992,0,28,10.159989103437136,1.7530500740685575,6.669264637009992,7.0,65.35620580115832
Евгений,Степашкин,M,RU,2015,1,5,9.164589235814674,1.6688576700884592,6.719139092567328,7.0,59.309613226944535
Севара,Илхамавна,F,RU,1964,1,56,6.815537734449094,2.488724812418233,6.398270941883472,7.0,101.23885303961973
Ксения,Погребняк,F,RU,2015,0,5,10.638183665451313,2.272911075241982,7.365958218883282,7.0,89.77576492078506
Boris,Ushakov,M,RU,2015,0,5,8.93670687728818,1.0898355656574585,7.034162028833791,7.0,34.80196863148383
Ира,Муляр,F,RU,2015,0,5,6.217949333928713,1.9542671986284144,6.857239709962774,7.0,43.91150178838435
Артём,Михайлов,M,RU,1992,0,28,7.159109381989582,2.3705323366259727,6.770371388855877,7.0,62.19704418309164
Алексей,Лебедев,M,RU,1964,0,56,6.19743591111593,0.6380072545560725,7.146897204678628,7.0,12.85192674085491
Daria,Popova,F,RU,1992,0,28,7.865990909302893,2.3309826233870257,7.3327151327089775,7.0,67.55801577047389
Вика,Попова,F,RU,1953,0,67,7.9284513224085265,1.832667336477384,7.180998989588662,7.0,53.0519770347586
Татьяна,Голубева,F,RU,1992,0,28,8.084500390931748,1.2468637941362903,6.781201774460335,7.0,36.01616870436051
Константин,Иванов,M,RU,1992,0,28,9.746189854526557,2.3237406412250916,7.649486358386452,7.0,84.03715106218162
Nel,Son,F,RU,1992,1,28,6.731265960797074,1.8465866192403024,7.213880460085967,7.0,64.68070491022844
Татьяна Васильевна,Кожевникова,F,RU,1953,0,67,6.246511279999054,1.752320777465267,7.1661020896665795,7.0,39.42698381331913
Максим,Гламаздин,M,RU,1992,0,28,7.378081979249987,2.655564984880712,6.783664002923264,7.0,72.16524761943
Степан,Щербаков,M,RU,1992,1,28,10.155675577107523,1.3129926481166057,6.226494843488807,7.0,67.793833811569
Дмитрий,Кошкин,M,RU,1953,0,67,8.300224087822695,-1.7787190436316878,7.489789041419076,7.0,-58.17252388550928
Наталья,Загарей,F,RU,2015,0,5,8.874719651619333,0.20844380464147008,7.256643944800903,7.0,4.889763653262742
Юлия,Свирипова,F,RU,1992,0,28,8.689016306435436,2.806860692569163,6.724498011556257,7.0,90.37032765565539
Evgeny,Palchikov,M,RU,2015,1,5,11.415219809545471,2.6450355335325715,7.1982337286465565,7.0,116.07835417047947
Егсу,Нонстоп,M,RU,1992,0,28,8.058677249866992,-0.9983109454885305,7.1302275164663875,7.0,-32.74969476181434
Оксана,Митряева,F,RU,1992,1,28,8.16332093958179,-0.007727856083636782,6.313347093950817,7.0,16.914142269473537
Дима,Собиров,M,RU,2015,0,5,7.214283837963301,1.5594147510640015,6.965359353259951,7.0,40.52031865418732
Юлия,Овчинникова,F,RU,1992,0,28,10.77769303336044,2.024716855533004,6.512659847675473,7.0,80.54499713730016
Ольга,Логвинова,F,RU,2000,0,20,5.839420287852227,-1.4867003046956173,7.01311417784416,7.0,-35.20445802986836
Елена,Швец,F,RU,1992,1,28,8.253469483559494,-0.32212489458985805,6.727050579828714,7.0,7.190638603384654
Andrey,Klimin,M,RU,1953,1,67,8.900794167332128,1.0023296837355204,6.768474622164749,7.0,78.50882141431426
Евгений,Семин,M,RU,1964,1,56,9.724351948936551,1.4254959498030295,7.688822103792806,7.0,89.86318112565826
Алексей,Шуранов,M,RU,1953,0,67,9.307646073837757,3.398520443791509,6.84822963595591,7.0,117.93523514639423
Baxtier,Kuchkarov,M,RU,1992,0,28,9.829132364674475,2.147768395651381,6.7940826063890425,7.0,77.93597389064401
Галина,Коробенко,F,RU,1992,0,28,5.821461390405386,1.4753048157801187,6.563006662851485,7.0,30.27522151929557
Сарюна,Жигмитова,F,RU,2015,1,5,7.266607824643886,0.7390281731371089,7.429427531052807,7.0,21.818853417483183
Света,Радина,F,RU,2000,1,20,10.276434473000206,0.4404380973275615,7.167032873343491,7.0,29.032188173363767
Дмитрий,Яшин,M,RU,1964,1,56,6.430708750891015,2.4063757154881924,7.088294307507468,7.0,95.81244362741856
Азамат,Дзамихов,M,RU,1953,0,67,9.71089176313566,2.3341239230028936,7.7015690017528815,7.0,84.12354712054109
Вадим-Томара,Кондаковы,M,RU,1992,0,28,9.452152610429765,0.5283348505979956,6.922643195534075,7.0,16.733381076610115
Adelina,Andreevna,F,RU,2000,1,20,3.7655051582515924,0.6130476828642843,6.728686879220001,7.0,20.46608602810143
Сергей,Коротков,M,RU,1992,0,28,8.093699254365413,-1.0019306570067827,6.806156109036981,7.0,-33.09621603572359
Илья,Анищук,M,RU,1953,1,67,9.098614158395554,1.8197062459482516,7.130989023230025,7.0,107.63764891435349
Александр,Милляр,M,RU,1953,0,67,8.738305956820433,-2.3944624199023345,7.233819281636728,7.0,-81.65618413030535
Юлия,Брагина,F,RU,1953,0,67,8.461775688369544,2.4952947168615878,6.728671507008463,7.0,77.92960284385502
Kseniya,Agafonova,F,RU,2000,0,20,9.50377823028521,1.8300276005602119,7.090400645642844,7.0,63.89950265439755
Мусса,Эсмурзиев,M,RU,1992,1,28,9.977408506527256,1.156246919019555,7.3163096056477395,7.0,61.31635511973826
Гайрбек,Кадиев,M,RU,2015,1,5,9.60982673954014,1.1342755836153884,7.148977411246688,7.0,42.74806148660923
Александр,Хрусталев,M,RU,2000,0,20,9.916486401672373,1.074603131451555,6.521544268360776,7.0,38.11913653040142
Olga,Puzankova,F,RU,1953,1,67,7.228069651675942,2.479963160485064,6.684551241872492,7.0,112.69587451300097
Дмитрий,Сафонов,M,RU,1992,0,28,8.98732662560304,1.8013675588621243,6.338738357906082,7.0,59.082714225420574
Лена,Леночка,F,RU,2000,0,20,8.901700601697646,-1.5959977610966047,7.325402682141193,7.0,-56.105992195455386
Karina,Gard,F,RU,2015,0,5,10.973187480687201,0.599634411034438,6.938363619741495,7.0,22.765168191696265
Агал,Насиров,M,RU,1964,0,56,6.154531561790324,1.8880885030252172,7.362912538347407,7.0,42.0493433521426
Сергей,Пушкин,M,RU,1992,0,28,5.789850402872505,3.409882070552623,6.822228529763137,7.0,72.746696504984
Людмила,Янкович,F,RU,2000,1,20,5.009488271650992,-0.2667813644114443,6.878601811753576,7.0,6.664049052530263
Азик,Ахмат,M,RU,1992,0,28,6.820291641614838,1.4246046711954328,6.982818634658543,7.0,34.6972292923825
Дмитрий,Крикун,M,RU,2015,0,5,9.102833093561962,1.6553041299642195,7.3362818376181975,7.0,55.14246814958908
Ирина,Дьячек,F,RU,1964,0,56,5.070910421834941,0.16291329311147001,7.110980899566423,7.0,0.9548595490848655
Елена,Исмагилова,F,RU,1953,0,67,12.67131591912575,1.9508095932577234,7.411106140207418,7.0,91.83998903674002
Ксения,Таро,F,RU,1964,1,56,8.481674993688495,0.8454882860130439,6.850232497360101,7.0,64.18381774556775
Иустин,Цуркану,M,RU,1992,0,28,9.127950410518999,1.2350282356743636,7.1548456328363,7.0,40.66758830884972
Александр,Дручинин,M,RU,1992,1,28,5.475349896231935,-0.9471802961700518,6.671538033670335,7.0,-2.4320745072977417
Ekaterina,Kornilova,F,RU,2000,0,20,10.27801860290278,0.9418231674020789,7.18041791167604,7.0,34.621275623710076
Юлия,Шмакова,F,RU,1992,1,28,4.556406570105537,3.010909049313591,6.321712472225663,7.0,69.28869623322569
Vladislav,Semakin,M,RU,1992,0,28,5.280809480864895,-0.31933886048506027,7.143356770242857,7.0,-8.582595027947459
Алексей,Трофимов,M,RU,2015,1,5,15.117941352790986,-0.3000565630319975,7.462602860895489,7.0,-15.815913208141236
Алексей,Давыдов,M,RU,1992,1,28,7.085738206006738,0.4140171677156077,6.553376258486509,7.0,28.383702427795722
Eduard,Lapkin,M,RU,1992,1,28,8.931980665864943,1.031497632694363,6.960770409526559,7.0,52.379242616361545
Михаил,Елисеев,M,RU,1992,1,28,6.462362513268538,0.5825709432800074,7.136063012219807,7.0,31.729536271592643
Серёга,Петченко,M,RU,2000,0,20,10.61093006266483,-1.6753147836002613,7.336750328558865,7.0,-69.66689118444124
Elena,Ryabich,F,RU,1953,1,67,6.630306608580765,0.59804732413092,7.211006340919437,7.0,59.81423981463419
Ольга,Тамбасова,F,RU,1992,0,28,7.899388228496289,-0.8717536765480718,7.551294927024666,7.0,-28.220236840006134
Макс,Иванов,M,RU,2015,1,5,6.5282262412731695,-0.34359375667379666,6.452628580906029,7.0,-7.421746883523392
Белла,Халеева,F,RU,2000,1,20,6.717863882199052,-0.04567845608976265,6.895827730662522,7.0,10.581942143025152
Елена,Парфенова,F,RU,1992,1,28,6.036677439446579,4.125198280012122,6.776979052746054,7.0,111.93923644020873
Ruslan,Nagaev,M,RU,1964,0,56,8.733601859624585,1.7834590338902767,7.484361463977869,7.0,57.11707486485723
Даша,Милькова,F,RU,2000,0,20,8.32147993729925,1.3715933709622137,6.888750478839139,7.0,41.11776690525624
Раиса,Андреева,F,RU,1964,0,56,10.02498594713796,1.6068947070899156,6.977955856155465,7.0,58.9886312935233
Иван,Александров,F,RU,2000,0,20,9.787898214030115,-0.10846311001310296,6.923998568503336,7.0,-6.277192799731042
Helen,Bychkova,F,RU,1964,0,56,6.603257364690325,-1.0741556186609325,7.152734504400258,7.0,-29.124630389165844
Татьяна,Курсова,F,RU,1992,1,28,10.20884659182815,3.2836011978579465,6.926088738496548,7.0,144.74041697936164
Ольга,Колесникова,F,RU,1992,1,28,4.6451282360819715,0.729742711650065,7.200935106682432,7.0,30.324308170588164
Saq,Araqelyan,F,RU,2015,0,5,8.560085531104573,3.110715231433088,7.300402205483427,7.0,99.05980086232448
Элла,Фунтусова,F,RU,1964,0,56,6.266733985146905,0.9495561379759626,6.423496100727615,7.0,20.204257312108822
Ekaterina,Nizameeva,F,RU,2000,1,20,7.639570414004526,-0.485037306827985,7.302520361328566,7.0,-2.206728308142768
Катя,Алешина,F,RU,1992,0,28,7.541320875088191,-0.053008803914057004,6.959665347270868,7.0,-3.750785258194359
Абдулаев,Хасбула,M,RU,1953,1,67,8.456486154861851,0.5974099540744062,7.156120382622648,7.0,63.92708779440689
Фатима,Алехина,F,RU,1953,0,67,7.203155383303987,2.030847110929101,6.92189958076983,7.0,53.34464626234686
Ольга,Квитко,F,RU,1953,1,67,6.4078895915401715,1.6966802041948248,6.985852256674349,7.0,85.99068119328686
Оксана,Ермолаева,F,RU,1964,0,56,5.607016819027597,0.6261838636774538,6.870309295238476,7.0,11.081749208680016
Оксана,Подкорытова,F,RU,1992,1,28,5.006899826771751,0.8156063527679459,7.271340150099584,7.0,32.98257471578422
Olga,Kondrashova,F,RU,1953,0,67,7.653548021651765,-1.125064556335536,6.514396672056996,7.0,-35.097963194930394
Белоцкий,Иван,M,RU,1992,0,28,9.096244908015473,0.19192717623521344,6.927821917693127,7.0,4.392303103908869
Евгения,Темяжникова,F,RU,1992,1,28,8.274780874374542,1.057465300603339,7.303658196592232,7.0,50.725541610040686
Иринка,Чухманцева,F,RU,2015,0,5,8.83533291244685,2.3423000877984044,7.18568096578493,7.0,76.47960265525599
Ольга,Репецкая,F,RU,1953,0,67,6.3501538475363635,2.657458972757847,7.305771435708638,7.0,62.00110083353161
Muhammadd,Vakxobov,M,RU,2000,0,20,3.1637821008828286,2.0386014085418465,6.475421883713439,7.0,22.118454734028635
Грек,Ворошилов,M,RU,1953,1,67,8.584745965902542,2.4488698904977424,6.538697155397674,7.0,124.41814192579267
Екатерина,Плетухина,F,RU,2000,0,20,7.992716082257214,0.9891537203013507,6.777569770279698,7.0,27.752855335510848
Алексей,Кузнецов,M,RU,1992,0,28,9.972661752401272,2.2986262457332116,7.064377581717365,7.0,84.9101465763005
Valentina,Natyaganova,F,RU,2015,0,5,6.840428567000348,0.8257921984420491,7.238746606847928,7.0,19.32012142537095
Светлана,Чепкасова,F,RU,1992,0,28,8.255517891950316,-0.2666098051420315,7.6277547433882305,7.0,-10.393861885620344
Ramina,Ramina,F,RU,1964,0,56,8.835256606036383,1.116136286031016,6.807854620759782,7.0,35.19290135979561
Катя,Арабова,F,RU,1964,0,56,6.541178662888811,1.1630165872749112,7.045026720003228,7.0,26.703605547850373
Тамара,Яшина,F,RU,1964,0,56,7.986873000721261,1.6864900168837964,6.919227344835554,7.0,48.940639048628675
Марат,Сайдашев,M,RU,1964,1,56,6.443384415155764,2.0825218760247197,6.795058761655735,7.0,87.9058887305123
Liuba,Faramus,F,RU,2000,1,20,12.513569293830548,2.7835066058674998,7.226067051746058,7.0,144.21101941717694
Александра,Перцева,F,RU,1992,0,28,9.346011744220421,-0.0774525149341442,7.233654957996269,7.0,-4.897476276653281
Ольга,Зольникова,F,RU,1992,1,28,8.778461324785006,-0.3522770938702791,6.562691483639753,7.0,5.487768565331159
Ksenia,Sergeeva,F,RU,1953,0,67,11.107083946557456,0.11149927270748242,6.418911523158368,7.0,2.2963876004059776
Ольга,Ушакова,F,RU,1992,0,28,7.917355919808648,0.9935554678053365,6.919119611427318,7.0,27.647497388868246
